url,station,difficulty,credit
https://media.discordapp.net/attachments/1235881729697517598/1235886278646435960/4134657.jpg?ex=6636004a&is=6634aeca&hm=c56186028dd17fb1e06d1ece169e52ff5d4944eba3d7fb6dd8d47aee7fceab6f&=&format=webp&width=911&height=683,Moonee Ponds,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886399102914581/4270152.jpg?ex=66360067&is=6634aee7&hm=6f9acb97d20c68103837e4e47fb0ff6e1cc0b1392c69e204e086448e4310f6d2&=&format=webp&width=911&height=683,Regent,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886527863848970/4284988.jpg?ex=66360085&is=6634af05&hm=59e22909fdc2a21b29622cc739ce2215c0fb3a326f44f0636ce3495eaab8a17b&=&format=webp&width=911&height=683,Middle Gorge,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886561174884383/4285057.jpg?ex=6636008d&is=6634af0d&hm=c07362e57301e18a05bbfa62726e426e448c78b6f9eae31337a3d32ebac51126&=&format=webp&width=911&height=683,Keon Park,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886623229739038/Ivanhoe_Tait.jpg?ex=6636009c&is=6634af1c&hm=aa510de05166ffa3d0fb96fb64bcc43d7bf03542834386e4de028440200d65c5&=&format=webp&width=911&height=683,Ivanhoe,Hard,unknown
https://media.discordapp.net/attachments/1235832156480213043/1235891040872038420/20231112_123721.jpg?ex=663604b9&is=6634b339&hm=833d49c71179ab9a9cc543d86a70cdbdb1783f8c49b1a6d99be4e6f31daf8a3b&=&format=webp&width=911&height=683,general motors,Very Hard,Qazzy
https://media.discordapp.net/attachments/1233010898277367808/1235890211993686046/IMG_7402.jpg?ex=663603f4&is=6634b274&hm=ab15f90e5de923574b8b4ecadd6e1ff0a8685ba6c51f5051039c5ee065dbe419&=&format=webp&width=911&height=683,Gisborne,Hard,unknown
https://media.discordapp.net/attachments/1233010898277367808/1235890316335124542/IMG_7336.jpg?ex=6636040d&is=6634b28d&hm=40f63d58a2ec6b35b6bfef8b1a38b5c8a29791f7fa98d2e099dff2fbedf70376&=&format=webp&width=512&height=683,toorak,Medium,unknown
https://media.discordapp.net/attachments/1235890609038954577/1235890764626788444/IMG_8149.jpg?ex=66360478&is=6634b2f8&hm=d5700e118e2edcfbce0861e6301ea279f30a784b60540f23cf5a0145dd6e396c&=&format=webp&width=1214&height=683,craigieburn,Hard,unknown
https://media.discordapp.net/attachments/1235890609038954577/1235902019890446416/IMG_8446.png?ex=66360ef3&is=6634bd73&hm=65744bfe4487a50d81f2bec372eeff8416ba423f4df3b8d039e1ffbf12baede2&=&format=webp&quality=lossless&width=922&height=683,Nhill,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886561174884383/4285057.jpg?ex=6636008d&is=6634af0d&hm=c07362e57301e18a05bbfa62726e426e448c78b6f9eae31337a3d32ebac51126&=&format=webp&width=911&height=683,Keon Park,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235886595320840242/4285125.jpg?ex=66360095&is=6634af15&hm=06f32d4a687e51cc466b9a098c017ff4007a349f0c8ccc599e435a216cfd91a1&=&format=webp&width=911&height=683,Merri,Hard,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935928329965650/IMG_5319.jpg?ex=66362e87&is=6634dd07&hm=2affe9b001c07a528741b30be28887747c9ab7571105e033d33a907daa76cd57&=&format=webp&width=512&height=683,east malvern,Medium,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935928900649042/IMG_4693.jpg?ex=66362e88&is=6634dd08&hm=a3f2ff3ee00540012bb945189074ba7094b416cbcec0043cc54c3a731ba92dd3&=&format=webp&width=911&height=683,north melbourne,Medium,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935929516949596/IMG_4649.jpg?ex=66362e88&is=6634dd08&hm=cb241ab5a3b7d063bba2f19bce64c9dd14d1b450a03ddc17cfabcdf9ea0ad32e&=&format=webp&width=512&height=683,dandenong,Easy,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235935929915412511/IMG_3239.jpg?ex=66362e88&is=6634dd08&hm=3e320c8f1c1a2ad8ee706b35e2eaf7a8993c3d69ef25aadb6660962fb561ad6e&=&format=webp&width=910&height=683,caulfield,Medium,unknown
https://media.discordapp.net/attachments/1225026918525702205/1235936280500637736/IMG_3178.jpg?ex=66362edb&is=6634dd5b&hm=913a989d6890e2e89bdd2b3ca3ac459bad4ee85235cc5f0622a1083916dafd93&=&format=webp&width=512&height=683,Glen Huntly,Quite Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927730143363112/1033574.jpg?ex=663626e5&is=6634d565&hm=e23fa13ceff14654b0b3e666d6f6a341a6c08253f1d263d4aa8039309464c0d5&=&format=webp&width=911&height=683,Kensington,Easy,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927751639306260/1033604.jpg?ex=663626ea&is=6634d56a&hm=f2ec46ff5452f5eeb255643357851901015ea260db3ce794b768874ab5032c04&=&format=webp&width=911&height=683,Royal Park,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927849777758320/3282946.jpg?ex=66362701&is=6634d581&hm=7ddfeb4ffc092b8319540ceeeabeb4bc27dde2b5e19484d9c1a80e22681ee0ad&=&format=webp&width=911&height=683,South Kensington,Easy,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235927995366244352/3310220.jpg?ex=66362724&is=6634d5a4&hm=39720cf59ae89b52811050fc84c356cfbed83080c552e21d79d2e9e456ef0dd7&=&format=webp&width=911&height=683,Bendigo,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928063489867786/4043295.jpg?ex=66362734&is=6634d5b4&hm=e597d09fd1a1ced230b439a4b34d3abce252ea8f41fffcdd63305e5fb04fb864&=&format=webp&width=911&height=683,Brighton Beach,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928159803936819/4083796.jpg?ex=6636274b&is=6634d5cb&hm=ef6950c210b670099a890142f0bf4cc6294bbf860a38b06daa646b21ae27a4e7&=&format=webp&width=911&height=683,Mordialloc,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928225771950141/4104160.jpg?ex=6636275b&is=6634d5db&hm=44a4a239e8f5ad70b4571f5a60778e81fa03af5ee260852b7ca5ba5639b3c58c&=&format=webp&width=911&height=683,East Richmond,Hard,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928266393784360/4104237.jpg?ex=66362765&is=6634d5e5&hm=7f7bce706515344a289b5fd5e2ac9fedc2497fcc9f6cac30b54152c5cdfa053a&=&format=webp&width=911&height=683,Ringwood,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928521143091210/4214780.jpg?ex=663627a1&is=6634d621&hm=416890a699a7b0ee466403c07c29a826fef4063d41c4b105a46a5b4f3aecf26c&=&format=webp&width=911&height=683,Hawksburn,Medium,unknown
https://media.discordapp.net/attachments/1235881729697517598/1235928681281753098/4284967.jpg?ex=663627c8&is=6634d648&hm=763d2b5c882ba2e3bee676211ba3a5ea409661b41346ecccd3303fd788cf25cd&=&format=webp&width=911&height=683,Epping,Hard,unknown
https://media.discordapp.net/attachments/1233010898277367808/1236153501026091058/IMG_7366.JPG?ex=6636f929&is=6635a7a9&hm=33a4f4e2b99a50604f6ff695b70610607e84b17fa3d82303d5b5403da5ae5e9f&=&format=webp&width=911&height=683,Ruthven,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236153739681988699/IMG_7247.JPG?ex=6636f962&is=6635a7e2&hm=4a98c397897a64c1f3b5917b177c32fd229294dcb913b84ed8cd5577b42916ae&=&format=webp&width=512&height=683,Box Hill,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236154196261212270/IMG_7414.jpg?ex=6636f9cf&is=6635a84f&hm=23390da7aa4d0f9a6acece218fb534d0e2e0168c2087201be1963336b246d450&=&format=webp,Lynbrook,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236154253375045642/IMG_7415.jpg?ex=6636f9dc&is=6635a85c&hm=7fd8c84835a40e9c3db1d57b1640e269a55a26aec02de76136460be5b0cead4f&=&format=webp,Noble park,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236154468874194995/P4090026.jpg?ex=6636fa10&is=6635a890&hm=019417f0945790b3aad3c7e67c30db3774f12a608d2483d1017f690c0a45a127&=&format=webp&width=911&height=683,Kensington,Medium,axowaffle
https://media.discordapp.net/attachments/1227224314483576982/1236245907184418926/20240504_110751.jpg?ex=66374f38&is=6635fdb8&hm=fc3748602823f63ce2f6e5bc51ee0f97cd3950af5ee2edcbf2a6b4256bcd172f&=&format=webp&width=467&height=350,burnley,Medium,Qazzy
https://media.discordapp.net/attachments/1227224314483576982/1236246258088284241/20230629_120128.jpg?ex=66374f8c&is=6635fe0c&hm=ddd53c0cf7c2e630ca7a568b6e4dd1d6e863f02d8ea9415e0b191028a03651a7&=&format=webp&width=911&height=683,Heyington,Medium,Qazzy
https://media.discordapp.net/attachments/1216995267983704074/1236246534258167918/20230618_101713.jpg?ex=66374fce&is=6635fe4e&hm=8308ddd79388c7a70b3f86ae19016f6236fe20ef075968fff35468f80768d572&=&format=webp&width=512&height=683,Coburg,Hard,Qazzy
https://media.discordapp.net/attachments/1235385086174691400/1236111734775742535/IMG_5706.png?ex=6636d243&is=663580c3&hm=29a089baa9c7f74b6d949a6032c70c95845a311df67e82dd80fe2992ae811921&=&format=webp&quality=lossless&width=1215&height=683,Essendon,Medium,dinohh
https://media.discordapp.net/attachments/1236171501405868033/1236178783921246260/IMG_1855.jpg?ex=663710b5&is=6635bf35&hm=6ed9ca8f362e29dba562c600415b9a8272e5f9747c235909c67abb8dff23ca0b&=&format=webp&width=1214&height=683,Bannockburn,Very Hard,Objecty
https://media.discordapp.net/attachments/1236420495092613230/1236421159554125845/20240504_154851.jpg?ex=6637f270&is=6636a0f0&hm=5f26b957d9827e5439d438065896626cc1860d78a0ff87b100d376183802fd31&=&format=webp&width=1213&height=683,roxburgh park,Medium,newbie
https://media.discordapp.net/attachments/1233010898277367808/1236464526678032434/IMG_7317.JPG?ex=66381ad3&is=6636c953&hm=145c9f17abed59c6e00bac584afecfcc3744be3802d9cf15b9c2375b256e37ba&=&format=webp&width=512&height=683,Caulfield,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236464786338877522/IMG_7261.jpg?ex=66381b11&is=6636c991&hm=1ae9f7b9327b80214b61bb503cbd825755bbc7dbe9759af5b7df94dd33c2fb51&=&format=webp&width=911&height=683,Laburnum,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236465048600449044/IMG_7228.JPG?ex=66381b4f&is=6636c9cf&hm=7e1c3665c615e2d9a5e7bbf5109fa4632afbe6d5a91b37ec69f30847ececd674&=&format=webp&width=512&height=683,Sandown park,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236465993790914682/IMG_6945.JPG?ex=66381c31&is=6636cab1&hm=8e089a500b70968cd7e9d5706479e3c5e6d700755158adf1a2661be10bab7b87&=&format=webp&width=911&height=683,Upwey,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236466214306447430/IMG_6946.JPG?ex=66381c65&is=6636cae5&hm=5bf83b1b033741ea505ee04e84a649d463c22bdf2e70682d167963b400702a51&=&format=webp&width=911&height=683,Bayswater,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236466431806406676/IMG_6927.JPG?ex=66381c99&is=6636cb19&hm=e433d9fa1afeac6ba4a10a0abaaa858624b173691f49cf074d41c16e7ca20574&=&format=webp&width=911&height=683,Carrum,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236466955721117728/IMG_7416.jpg?ex=66381d16&is=6636cb96&hm=d137752e61c11f3d12f9d51752b89b9aa7edf7551673991bc510227adcdd6b22&=&format=webp,North Williamstown,Medium,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236467010607517886/IMG_7417.jpg?ex=66381d23&is=6636cba3&hm=4331d985188e2d2a0027a43e15132fef796402e94d0a9d65f10e7b79ffd598be&=&format=webp,Seaford,Hard,axowaffle
https://media.discordapp.net/attachments/1233010898277367808/1236467062457765989/IMG_7418.jpg?ex=66381d30&is=6636cbb0&hm=dbb8bb50334decd651d5f5132b8c02e7ab6eb23a1c8f819d02ed058cedbdcf59&=&format=webp,St albans,Hard,axowaffle
https://media.discordapp.net/attachments/1227224314483576982/1236519260080050277/PXL_20240505_031757893.jpg?ex=66384dcd&is=6636fc4d&hm=43d9b97e372a9d61af2f4b983d48d5ff629c5f7f6bd7c746b24391aeec96b8c9&=&format=webp&width=907&height=683,Kooyong,Medium,Qazzy
https://media.discordapp.net/attachments/1227224314483576982/1236519580713746462/PXL_20240505_031038340.jpg?ex=66384e19&is=6636fc99&hm=1d72ebcdafdf41886943f02670cfc61f0fb6fe8f3b15a601726d7a3216f29f43&=&format=webp&width=465&height=350,Gardiner,Hard,Qazzy
https://media.discordapp.net/attachments/1227224314483576982/1236520373852442644/1033645.jpg?ex=66384ed6&is=6636fd56&hm=47b33aaf3d3810974c4c7444a0aa60353756d13858e8f38b1597b3079e413bd3&=&format=webp&width=911&height=683,Flagstaff,Easy,eggman
https://media.discordapp.net/attachments/1227224314483576982/1236520374406221895/1033303.jpg?ex=66384ed6&is=6636fd56&hm=e94e531467b85fcc5ed174e7226995873783d7566f2abbd37955784103681700&=&format=webp&width=911&height=683,Malvern,Medium,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506129664704592/4043239.jpg?ex=66384192&is=6636f012&hm=ce2ec32abb539f5a365efeb60945788eea108f864c00d8d4fce928d458501290&=&format=webp&width=911&height=683,Elsternwick,Hard,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506193489563648/4083745.jpg?ex=663841a1&is=6636f021&hm=63fb0a42de961f6193147f2e015959f4c2b7171fdb55a8ab9cc09ebc39f93c5c&=&format=webp&width=466&height=350,Southland,Hard,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506324099924008/4114337.jpg?ex=663841c0&is=6636f040&hm=d276542bb4460559a27e94e8d4111cf0c087c6fbcb337b6f8af66bac41c0ff65&=&format=webp&width=911&height=683,Lalor,Hard,eggman
https://media.discordapp.net/attachments/1235881729697517598/1236506464441602131/5055185.jpg?ex=663841e2&is=6636f062&hm=9f7d4ee50143bfa445ff08a4e2331f6107461e5bda9740afff13f97066f30e1d&=&format=webp&width=911&height=683,Laverton,Hard,eggman
https://media.discordapp.net/attachments/1236171501405868033/1236590030634356776/IMG_1865.png?ex=66388fb6&is=66373e36&hm=2528437dc13dbe5160be6f83064d1e2ee6fbdbc5b5101e96f0ba6a9bbe30544e&=&format=webp&quality=lossless&width=911&height=683,Surrey Hills,Very Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590031246852177/IMG_1864.jpg?ex=66388fb6&is=66373e36&hm=6899fa28efc7ec260d97e4033abe0b79715c227a92e5bcf8a5df5ae2adc5aedb&=&format=webp&width=1214&height=683,Union,Easy,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590031741911040/IMG_1862.jpg?ex=66388fb6&is=66373e36&hm=0f9af212511bb2549510e3b79db01255c00433f9209c07b2b168814e334dcbba&=&format=webp&width=1214&height=683,Oakleigh,Medium,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590032274329651/IMG_1860.jpg?ex=66388fb6&is=66373e36&hm=b484497d08fd36f5a6da3d31d59a4aacb0f5a9b7ab9ba31ac9afc817db909158&=&format=webp&width=1214&height=683,Maryborough,Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590032874242090/IMG_1859.jpg?ex=66388fb6&is=66373e36&hm=bf9b328c764d9c64cba3500f3f27719931d5355d582d2ada0e14158d84245b86&=&format=webp&width=1214&height=683,Seymour,Medium,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1236590033465770014/IMG_1858.jpg?ex=66388fb6&is=66373e36&hm=c27f95ab1eea9ae89ae4613701186b108a82e3fd130d8e081b659d06b675edcc&=&format=webp&width=1214&height=683,Holmesglen,Medium,Objecty
https://media.discordapp.net/attachments/1225026918525702205/1237334765984809051/IMG_5671.jpg?ex=663b454c&is=6639f3cc&hm=2a594a876a3eceb92d0ca4a5e6afbf78e036f20af76e54aec4151383cc3b5f3e&=&format=webp&width=512&height=683,huntingdale,Medium,Domino
https://media.discordapp.net/attachments/1235385086174691400/1238705304175116319/IMG_5752.jpg?ex=664041b6&is=663ef036&hm=b029b78180cb81e324ed019e0896869ab3a1adc57d51bfd41b623c19b96c3942&=&format=webp&width=910&height=683,Darebin,Medium,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1238705347435167824/IMG_5753.jpg?ex=664041c0&is=663ef040&hm=93c419931858f2ba9d8e7d4e35943eda7c20b666ca1ae6fd9e5bd64f5ab092b8&=&format=webp&width=910&height=683,Darebin,Medium,dinohh
https://media.discordapp.net/attachments/1235832156480213043/1238682626655518801/PXL_20240511_013751724.jpg?ex=66402c97&is=663edb17&hm=3da25f5a059af0ca62524bc67d00460dd5fe6ba60a858fa35af6f6f6c3edf636&=&format=webp&width=907&height=683,Highett,Medium,Qazzy
https://media.discordapp.net/attachments/1235832156480213043/1238682627368812665/PXL_20240511_023803592.jpg?ex=66402c97&is=663edb17&hm=28be75a0627963a9ad2b39d11a6d96eb03bc6ca9ec39c9da58c3bad10544f601&=&format=webp&width=907&height=683,Elsternwick,Medium,Qazzy
https://media.discordapp.net/attachments/1236171501405868033/1238738034904793118/IMG_1944.jpg?ex=66406032&is=663f0eb2&hm=24ccee4fee355d64f8619058097f3b25b819cae35091b70e8d29276f5826c359&=&format=webp&width=1214&height=683,Glenroy,Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1238738036045385738/IMG_1946.jpg?ex=66406032&is=663f0eb2&hm=e8c05a033883bf696ea152071dde5008b7652ffe04723c03496850217edc9286&=&format=webp&width=1214&height=683,Frankston,Easy,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1238738036448297000/IMG_1947.jpg?ex=66406032&is=663f0eb2&hm=1d673a69f9aac15bc0914a0fba2c695380c4eb560da95edaab90689de267fae5&=&format=webp&width=1214&height=683,Wallan,Hard,Objecty
https://media.discordapp.net/attachments/1236171501405868033/1238738036901154889/IMG_1948.jpg?ex=66406032&is=663f0eb2&hm=fa1351fb0e9c169ca4106bab8ab63b90964c8d57f3dacd6c6af9b12c434b03bc&=&format=webp&width=1214&height=683,Mitcham,Hard,Objecty
https://media.discordapp.net/attachments/1235385086174691400/1239472475465715762/IMG_5780.jpg?ex=66430c32&is=6641bab2&hm=42a7dfa6ea09fae8c8cce1abcce1bb3e98aa32d888e920fdf22582142ad14567&=&format=webp&width=910&height=683,dennis,Hard,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1239472475885277194/IMG_5781.jpg?ex=66430c32&is=6641bab2&hm=4ab85cdc2c5f909d98dda3b32b57fc7e9b4c7b0ed83c45a08b4f894ca01f4c92&=&format=webp&width=910&height=683,dennis,Hard,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1239512779128569886/IMG_5782.jpg?ex=664331bb&is=6641e03b&hm=abed8a0aaca8f20c0141ab8613c4ae12794d735a3c46c96b95e4ca1ebf4b8a25&=&format=webp&width=467&height=350,Elsternwick,Medium,dinohh
https://media.discordapp.net/attachments/1235385086174691400/1241277356707151872/IMG_5800.jpg?ex=66499d1f&is=66484b9f&hm=ccf8884728a246098945cf992c189527378dfd11e7a0890b6578bd9e15f8aa35&=&format=webp&width=911&height=683,Ormond,Medium,dinohh